"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2021-22","742","Turner County","ALL","All Column Values","Teachers and Paraprofessionals",5112662.62,2220218.01,7332880.63,40.38,35.78,42.85,39.16
"2021-22","743","Twiggs County","ALL","All Column Values","General Administration",496481.66,237639.05,734120.71,6.01,5.32,5.86,5.21
"2021-22","743","Twiggs County","ALL","All Column Values","School Administration",450204.67,232800.82,683005.49,5.59,4.95,5.45,4.85
"2021-22","743","Twiggs County","ALL","All Column Values","Teachers and Paraprofessionals",2582673.44,1216713.77,3799387.21,31.11,27.56,30.31,26.95
"2021-22","744","Union County","ALL","All Column Values","General Administration",604080.18,355634.58,959714.76,2.24,1.74,2.5,2.02
"2021-22","744","Union County","ALL","All Column Values","School Administration",1093473.66,578483.83,1671957.49,3.9,3.04,4.36,3.52
"2021-22","744","Union County","ALL","All Column Values","Teachers and Paraprofessionals",14766703.69,6227698.33,20994402.02,48.93,38.16,54.73,44.17
"2021-22","745","Thomaston-Upson County","ALL","All Column Values","General Administration",540477.51,375622.77,916100.28,1.74,1.48,1.74,1.55
"2021-22","745","Thomaston-Upson County","ALL","All Column Values","School Administration",1496862.39,887212.65,2384075.04,4.53,3.84,4.54,4.03
"2021-22","745","Thomaston-Upson County","ALL","All Column Values","Teachers and Paraprofessionals",16542157.81,8995769.82,25537927.63,48.48,41.17,48.58,43.13
"2021-22","746","Walker County","ALL","All Column Values","General Administration",253772.24,249264.55,503036.79,0.42,0.33,0.46,0.41
"2021-22","746","Walker County","ALL","All Column Values","School Administration",3260130.24,2114716.95,5374847.19,4.51,3.52,4.95,4.42
"2021-22","746","Walker County","ALL","All Column Values","Teachers and Paraprofessionals",37631654.94,19629652.01,57261306.95,48.03,37.52,52.69,47.13
"2021-22","747","Walton County","ALL","All Column Values","General Administration",905370.44,844883.99,1750254.43,1.04,0.85,1.12,0.97
"2021-22","747","Walton County","ALL","All Column Values","School Administration",4694202.63,2711712.08,7405914.71,4.4,3.6,4.74,4.09
"2021-22","747","Walton County","ALL","All Column Values","Teachers and Paraprofessionals",55142028.34,26545528.66,81687557,48.52,39.75,52.31,45.14
"2021-22","748","Ware County","ALL","All Column Values","General Administration",276177.57,238955.33,515132.9,0.61,0.52,0.65,0.58
"2021-22","748","Ware County","ALL","All Column Values","School Administration",2283216.77,1273748.76,3556965.53,4.18,3.59,4.49,3.98
"2021-22","748","Ware County","ALL","All Column Values","Teachers and Paraprofessionals",25941447.56,13257618.78,39199066.34,46.04,39.56,49.46,43.83
"2021-22","749","Warren County","ALL","All Column Values","General Administration",502349.45,156678.41,659027.86,6.12,5.48,6.14,5.61
"2021-22","749","Warren County","ALL","All Column Values","School Administration",282056.06,144682.09,426738.15,3.96,3.55,3.98,3.63
"2021-22","749","Warren County","ALL","All Column Values","Teachers and Paraprofessionals",3138054.03,1504488.89,4642542.92,43.11,38.62,43.26,39.51
"2021-22","750","Washington County","ALL","All Column Values","General Administration",708686.64,386466.53,1095153.17,2.76,2.33,2.96,2.01
"2021-22","750","Washington County","ALL","All Column Values","School Administration",1263757.65,800865.71,2064623.36,5.2,4.4,5.58,3.78
"2021-22","750","Washington County","ALL","All Column Values","Teachers and Paraprofessionals",11128807.39,6020560.9,17149368.29,43.17,36.56,46.33,31.43
"2021-22","751","Wayne County","ALL","All Column Values","General Administration",267613.91,255165.69,522779.6,0.84,0.7,0.86,0.65
"2021-22","751","Wayne County","ALL","All Column Values","School Administration",1429390.64,792635.8,2222026.44,3.57,2.98,3.67,2.74
"2021-22","751","Wayne County","ALL","All Column Values","Teachers and Paraprofessionals",19723091.99,9462004.54,29185096.53,46.94,39.1,48.21,36.05
"2021-22","752","Webster County","ALL","All Column Values","General Administration",218492.71,74233.81,292726.52,5.48,4.98,6.32,5.49
"2021-22","752","Webster County","ALL","All Column Values","School Administration",79428.91,66509.66,145938.57,2.73,2.48,3.15,2.74
"2021-22","752","Webster County","ALL","All Column Values","Teachers and Paraprofessionals",1711416.63,602665.67,2314082.3,43.34,39.35,49.95,43.43
"2021-22","753","Wheeler County","ALL","All Column Values","General Administration",439561.74,195249.55,634811.29,4.87,1.99,5.55,1.95
"2021-22","753","Wheeler County","ALL","All Column Values","School Administration",407774.8,219361.18,627135.98,4.81,1.96,5.49,1.93
"2021-22","753","Wheeler County","ALL","All Column Values","Teachers and Paraprofessionals",3826949.44,1566272.31,5393221.75,41.37,16.87,47.17,16.58
"2021-22","754","White County","ALL","All Column Values","General Administration",389874.64,215490.52,605365.16,1.25,0.72,1.33,1.04
"2021-22","754","White County","ALL","All Column Values","School Administration",1610696.01,909593.17,2520289.18,5.21,3,5.52,4.31
"2021-22","754","White County","ALL","All Column Values","Teachers and Paraprofessionals",15957761.6,8679578.15,24637339.75,50.89,29.29,53.98,42.18
"2021-22","755","Whitfield County","ALL","All Column Values","General Administration",601959.26,310013.02,911972.28,0.57,0.48,0.6,0.5
"2021-22","755","Whitfield County","ALL","All Column Values","School Administration",4985567.43,3015780.39,8001347.82,5.03,4.22,5.29,4.42
"2021-22","755","Whitfield County","ALL","All Column Values","Teachers and Paraprofessionals",54532583.63,26640804.94,81173388.57,51.07,42.86,53.66,44.82
"2021-22","756","Wilcox County","ALL","All Column Values","General Administration",298938.15,152188.49,451126.64,2.77,2.49,3.12,2.71
"2021-22","756","Wilcox County","ALL","All Column Values","School Administration",458531.25,212437.78,670969.03,4.12,3.7,4.64,4.03
"2021-22","756","Wilcox County","ALL","All Column Values","Teachers and Paraprofessionals",4968810.09,1885852.74,6854662.83,42.1,37.78,47.38,41.13
"2021-22","757","Wilkes County","ALL","All Column Values","General Administration",280388.91,91024.96,371413.87,1.74,1.52,1.97,1.7
"2021-22","757","Wilkes County","ALL","All Column Values","School Administration",727537.02,336401.94,1063938.96,4.97,4.35,5.65,4.86
"2021-22","757","Wilkes County","ALL","All Column Values","Teachers and Paraprofessionals",5612373.53,2792899.97,8405273.5,39.29,34.4,44.61,38.37
"2021-22","758","Wilkinson County","ALL","All Column Values","General Administration",169206.6,131464.18,300670.78,1.63,1.34,1.65,1.34
"2021-22","758","Wilkinson County","ALL","All Column Values","School Administration",575479.44,375633.05,951112.49,5.15,4.25,5.22,4.24
"2021-22","758","Wilkinson County","ALL","All Column Values","Teachers and Paraprofessionals",4621799.09,2399516.98,7021316.07,38.05,31.35,38.54,31.3
"2021-22","759","Worth County","ALL","All Column Values","General Administration",295190.53,143330.43,438520.96,1.05,0.94,1.34,1.22
"2021-22","759","Worth County","ALL","All Column Values","School Administration",957934.76,472937.13,1430871.89,3.43,3.07,4.37,3.97
"2021-22","759","Worth County","ALL","All Column Values","Teachers and Paraprofessionals",10130223.89,4568904.94,14699128.83,35.28,31.55,44.94,40.79
"2021-22","761","Atlanta Public Schools","ALL","All Column Values","General Administration",13910475.79,5121229.41,19031705.2,1.44,1.27,1.54,1.44
"2021-22","761","Atlanta Public Schools","ALL","All Column Values","School Administration",34933483.09,14387962.29,49321445.38,3.72,3.3,3.98,3.74
"2021-22","761","Atlanta Public Schools","ALL","All Column Values","Teachers and Paraprofessionals",268487343.62,161896460.04,430383803.66,32.47,28.83,34.73,32.66
"2021-22","763","Bremen City","ALL","All Column Values","General Administration",320184.4,367536.93,687721.33,2.53,2.14,2.91,1.92
"2021-22","763","Bremen City","ALL","All Column Values","School Administration",816396.43,481073.19,1297469.62,4.77,4.04,5.49,3.61
"2021-22","763","Bremen City","ALL","All Column Values","Teachers and Paraprofessionals",9793249.74,4648667.65,14441917.39,53.04,44.98,61.12,40.22
"2021-22","764","Buford City","ALL","All Column Values","General Administration",1544058.61,835223.26,2379281.87,3.47,1.96,3.45,1.93
"2021-22","764","Buford City","ALL","All Column Values","School Administration",2125703.34,1194591.85,3320295.19,4.85,2.73,4.81,2.69
"2021-22","764","Buford City","ALL","All Column Values","Teachers and Paraprofessionals",28248875.75,11888518.74,40137394.49,58.62,33.06,58.17,32.5
"2021-22","765","Calhoun City","ALL","All Column Values","General Administration",624799.15,280611.91,905411.06,1.93,1.51,2.25,1.68
"2021-22","765","Calhoun City","ALL","All Column Values","School Administration",1146044.06,654018.28,1800062.34,3.84,3,4.48,3.33
"2021-22","765","Calhoun City","ALL","All Column Values","Teachers and Paraprofessionals",13702736.74,6878451.09,20581187.83,43.95,34.34,51.17,38.11
"2021-22","766","Carrollton City","ALL","All Column Values","General Administration",932964.94,420572.74,1353537.68,2.23,1.81,2.13,1.89
"2021-22","766","Carrollton City","ALL","All Column Values","School Administration",1919331.02,1168535.88,3087866.9,5.09,4.13,4.85,4.32
"2021-22","766","Carrollton City","ALL","All Column Values","Teachers and Paraprofessionals",19536935.6,9807911.71,29344847.31,48.38,39.28,46.08,41.02
"2021-22","767","Cartersville City","ALL","All Column Values","General Administration",386885.64,344848.09,731733.73,1.41,0.98,1.38,0.82
"2021-22","767","Cartersville City","ALL","All Column Values","School Administration",1168261.22,737180.05,1905441.27,3.67,2.56,3.59,2.13
"2021-22","767","Cartersville City","ALL","All Column Values","Teachers and Paraprofessionals",17915881.34,8436196.95,26352078.29,50.71,35.45,49.64,29.51
"2021-22","769","Chickamauga City","ALL","All Column Values","General Administration",377915.56,207852.25,585767.81,4.39,3.86,4.59,4.08
"2021-22","769","Chickamauga City","ALL","All Column Values","School Administration",465304.39,242554.55,707858.94,5.3,4.66,5.55,4.94
"2021-22","769","Chickamauga City","ALL","All Column Values","Teachers and Paraprofessionals",4423152.73,2185270.81,6608423.54,49.53,43.51,51.79,46.08
"2021-22","771","Commerce City","ALL","All Column Values","General Administration",187943.4,199311.63,387255.03,1.61,1.33,1.85,1.43
"2021-22","771","Commerce City","ALL","All Column Values","School Administration",650719.18,378106.25,1028825.43,4.28,3.54,4.92,3.81
"2021-22","771","Commerce City","ALL","All Column Values","Teachers and Paraprofessionals",7363354.24,3648227.06,11011581.3,45.78,37.87,52.65,40.76
"2021-22","772","Dalton Public Schools","ALL","All Column Values","General Administration",666107,303581.92,969688.92,0.93,0.78,0.96,0.82
"2021-22","772","Dalton Public Schools","ALL","All Column Values","School Administration",3115097.93,1305402.63,4420500.56,4.26,3.55,4.39,3.72
"2021-22","772","Dalton Public Schools","ALL","All Column Values","Teachers and Paraprofessionals",34771763.71,18123715.8,52895479.51,51,42.44,52.54,44.56
"2021-22","773","City Schools of Decatur","ALL","All Column Values","General Administration",658052.4,304125.66,962178.06,1.11,1,1.13,0.97
"2021-22","773","City Schools of Decatur","ALL","All Column Values","School Administration",3271935.6,1724067.88,4996003.48,5.78,5.18,5.84,5.05
"2021-22","773","City Schools of Decatur","ALL","All Column Values","Teachers and Paraprofessionals",29291595.03,15483925.57,44775520.6,51.79,46.38,52.35,45.25
"2021-22","774","Dublin City","ALL","All Column Values","General Administration",523470.21,241613.31,765083.52,2.09,1.74,2.22,1.8
"2021-22","774","Dublin City","ALL","All Column Values","School Administration",1337284.07,660716.44,1998000.51,5.45,4.55,5.81,4.7
"2021-22","774","Dublin City","ALL","All Column Values","Teachers and Paraprofessionals",10457101.73,4694513.15,15151614.88,41.31,34.51,44.06,35.61
"2021-22","776","Gainesville City","ALL","All Column Values","General Administration",984762.3,735111.48,1719873.78,1.76,1.38,1.87,1.04
"2021-22","776","Gainesville City","ALL","All Column Values","School Administration",3210783.72,1817340.2,5028123.92,5.14,4.04,5.45,3.05
"2021-22","776","Gainesville City","ALL","All Column Values","Teachers and Paraprofessionals",28571557.71,14897557.98,43469115.69,44.4,34.94,47.14,26.4
"2021-22","779","Jefferson City","ALL","All Column Values","General Administration",417269.94,173048.5,590318.44,1.49,1.15,1.58,1.32
"2021-22","779","Jefferson City","ALL","All Column Values","School Administration",1228676.12,560472.58,1789148.7,4.51,3.47,4.79,4.01
"2021-22","779","Jefferson City","ALL","All Column Values","Teachers and Paraprofessionals",15862177.74,6368244.08,22230421.82,56.02,43.15,59.54,49.77
"2021-22","781","Marietta City","ALL","All Column Values","General Administration",1317674.63,764957.18,2082631.81,1.52,1.11,1.59,1.41
"2021-22","781","Marietta City","ALL","All Column Values","School Administration",4438296.8,2457818.84,6896115.64,5.03,3.67,5.25,4.67
"2021-22","781","Marietta City","ALL","All Column Values","Teachers and Paraprofessionals",45301795.3,21172523.09,66474318.39,48.49,35.33,50.62,45
"2021-22","7820108","State Charter Schools- Mountain Education Center School","ALL","All Column Values","General Administration",281241.79,290234.05,571475.84,1.69,1.69,2.02,2.02
"2021-22","7820108","State Charter Schools- Mountain Education Center School","ALL","All Column Values","School Administration",1533329.35,939337.58,2472666.93,7.32,7.32,8.76,8.76
"2021-22","7820108","State Charter Schools- Mountain Education Center School","ALL","All Column Values","Teachers and Paraprofessionals",7087654.27,900530.49,7988184.76,23.63,23.63,28.29,28.29
"2021-22","7820110","State Charter Schools- Odyssey School","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7820110","State Charter Schools- Odyssey School","ALL","All Column Values","School Administration",155491.59,0,155491.59,2.37,2.21,3.24,3.2
"2021-22","7820110","State Charter Schools- Odyssey School","ALL","All Column Values","Teachers and Paraprofessionals",1472501.2,521110.66,1993611.86,30.37,28.36,41.53,41.08
"2021-22","7820120","State Charter Schools- Georgia Cyber Academy","ALL","All Column Values","General Administration",126128.23,48232,174360.23,0.14,0.14,0.16,0.16
"2021-22","7820120","State Charter Schools- Georgia Cyber Academy","ALL","All Column Values","School Administration",741153.68,67210.66,808364.34,0.66,0.66,0.72,0.72
"2021-22","7820120","State Charter Schools- Georgia Cyber Academy","ALL","All Column Values","Teachers and Paraprofessionals",47224304.23,19390344.49,66614648.72,54.29,54.29,59.74,59.74
"2021-22","7820121","State Charter Schools- Utopian Academy for the Arts Charter School","ALL","All Column Values","General Administration",0,114234.6,114234.6,1.9,1.76,2.3,2.15
"2021-22","7820121","State Charter Schools- Utopian Academy for the Arts Charter School","ALL","All Column Values","School Administration",865728.35,12145.52,877873.87,14.6,13.49,17.71,16.53
"2021-22","7820121","State Charter Schools- Utopian Academy for the Arts Charter School","ALL","All Column Values","Teachers and Paraprofessionals",1754852.33,132059.32,1886911.65,31.38,29,38.06,35.53
"2021-22","7820212","State Charter Schools- Cherokee Charter Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7820212","State Charter Schools- Cherokee Charter Academy","ALL","All Column Values","School Administration",322236.65,-191629.6,130607.05,1.48,1.42,1.73,1.67
"2021-22","7820212","State Charter Schools- Cherokee Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",2782950.88,1060516.91,3843467.79,43.45,41.79,50.94,49.16
"2021-22","7820412","State Charter Schools- Georgia Connections Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7820412","State Charter Schools- Georgia Connections Academy","ALL","All Column Values","School Administration",1813210.93,754683.15,2567894.08,5.69,5.69,6.6,6.6
"2021-22","7820412","State Charter Schools- Georgia Connections Academy","ALL","All Column Values","Teachers and Paraprofessionals",10735717.05,4451760.03,15187477.08,33.63,33.63,39.06,39.06
"2021-22","7820612","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School","ALL","All Column Values","General Administration",0,32440.86,32440.86,0.43,0.42,0.46,0.44
"2021-22","7820612","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School","ALL","All Column Values","School Administration",372300.87,133086.28,505387.15,6.71,6.48,7.11,6.84
"2021-22","7820612","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School","ALL","All Column Values","Teachers and Paraprofessionals",1691602.25,581506.8,2273109.05,30.17,29.12,31.96,30.79
"2021-22","7820613","State Charter Schools- Foothills Charter High School (Madison Campus)","ALL","All Column Values","General Administration",495260.08,232905.32,728165.4,2.39,2.39,3.1,3.1
"2021-22","7820613","State Charter Schools- Foothills Charter High School (Madison Campus)","ALL","All Column Values","School Administration",2228071.42,523756.78,2751828.2,9.02,9.02,11.73,11.73
"2021-22","7820613","State Charter Schools- Foothills Charter High School (Madison Campus)","ALL","All Column Values","Teachers and Paraprofessionals",5663542.06,770896.47,6434438.53,21.09,21.09,27.43,27.43
"2021-22","7820614","State Charter Schools- International Charter School of Atlanta","ALL","All Column Values","General Administration",192996.08,95873.6,288869.68,2.98,2.98,3.67,3.67
"2021-22","7820614","State Charter Schools- International Charter School of Atlanta","ALL","All Column Values","School Administration",246956.16,166751.86,413708.02,4.27,4.27,5.25,5.25
"2021-22","7820614","State Charter Schools- International Charter School of Atlanta","ALL","All Column Values","Teachers and Paraprofessionals",2815509.82,1187400,4002909.82,41.29,41.29,50.8,50.8
"2021-22","7820615","State Charter Schools- Scintilla Charter Academy","ALL","All Column Values","General Administration",88550.04,39561.66,128111.7,1.65,1.56,1.97,1.48
"2021-22","7820615","State Charter Schools- Scintilla Charter Academy","ALL","All Column Values","School Administration",253854.1,90955.99,344810.09,4.45,4.2,5.31,3.99
"2021-22","7820615","State Charter Schools- Scintilla Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",2072389.33,991896.11,3064285.44,39.55,37.31,47.22,35.43
"2021-22","7820616","State Charter Schools- Georgia School for Innovation and the Classics","ALL","All Column Values","General Administration",0,18334.39,18334.39,0.18,0.18,0.21,0.16
"2021-22","7820616","State Charter Schools- Georgia School for Innovation and the Classics","ALL","All Column Values","School Administration",302996.36,141894.21,444890.57,4.39,4.39,5.01,3.81
"2021-22","7820616","State Charter Schools- Georgia School for Innovation and the Classics","ALL","All Column Values","Teachers and Paraprofessionals",2717471.7,1062286.7,3779758.4,37.27,37.27,42.58,32.38
"2021-22","7820617","State Charter Schools- Dubois Integrity Academy I","ALL","All Column Values","General Administration",0,3022,3022,0.02,0.02,0.02,0.02
"2021-22","7820617","State Charter Schools- Dubois Integrity Academy I","ALL","All Column Values","School Administration",332294,104450,436744,2.52,2.35,2.88,2.67
"2021-22","7820617","State Charter Schools- Dubois Integrity Academy I","ALL","All Column Values","Teachers and Paraprofessionals",3928904.5,1527601,5456505.5,31.43,29.32,36.02,33.4
"2021-22","7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","ALL","All Column Values","General Administration",1294112.43,199999.98,1494112.41,8.45,8.45,10.03,10.03
"2021-22","7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","ALL","All Column Values","School Administration",1410673.04,308688.49,1719361.53,9.72,9.72,11.54,11.54
"2021-22","7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","ALL","All Column Values","Teachers and Paraprofessionals",2931095.52,269862.35,3200957.87,18.1,18.1,21.48,21.48
"2021-22","7830103","State Charter Schools II- Statesboro STEAM Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830103","State Charter Schools II- Statesboro STEAM Academy","ALL","All Column Values","School Administration",184803,95728,280531,12.59,12.59,12.09,12.09
"2021-22","7830103","State Charter Schools II- Statesboro STEAM Academy","ALL","All Column Values","Teachers and Paraprofessionals",991173,356538,1347711,60.47,60.47,58.06,58.06
"2021-22","7830210","State Charter Schools II- Pataula Charter Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830210","State Charter Schools II- Pataula Charter Academy","ALL","All Column Values","School Administration",494366.67,198503.3,692869.97,7.6,7.24,8.31,8
"2021-22","7830210","State Charter Schools II- Pataula Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",2276746.05,956661.88,3233407.93,35.46,33.78,38.78,37.32
"2021-22","7830310","State Charter Schools II- Fulton Leadership Academy","ALL","All Column Values","General Administration",0,18420,18420,0.38,0.37,0.4,0.38
"2021-22","7830310","State Charter Schools II- Fulton Leadership Academy","ALL","All Column Values","School Administration",172216,67642,239858,4.99,4.79,5.15,4.92
"2021-22","7830310","State Charter Schools II- Fulton Leadership Academy","ALL","All Column Values","Teachers and Paraprofessionals",673791,261072,934863,19.43,18.69,20.06,19.18
"2021-22","7830410","State Charter Schools II- Atlanta Heights Charter School","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830410","State Charter Schools II- Atlanta Heights Charter School","ALL","All Column Values","School Administration",451886.88,228346.95,680233.83,6.81,6.45,7.25,6.87
"2021-22","7830410","State Charter Schools II- Atlanta Heights Charter School","ALL","All Column Values","Teachers and Paraprofessionals",2128850.29,856999.84,2985850.13,29.89,28.32,31.84,30.18
"2021-22","7830610","State Charter Schools II- Coweta Charter Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830610","State Charter Schools II- Coweta Charter Academy","ALL","All Column Values","School Administration",304826.81,74396.72,379223.53,4.33,4.11,4.72,4.49
"2021-22","7830610","State Charter Schools II- Coweta Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",2530760.71,796310.3,3327071.01,38.02,36.03,41.37,39.39
"2021-22","7830611","State Charter Schools II- Cirrus Charter Academy","ALL","All Column Values","General Administration",8000,50783.26,58783.26,0.66,0.62,0.8,0.75
"2021-22","7830611","State Charter Schools II- Cirrus Charter Academy","ALL","All Column Values","School Administration",577537.42,29859.37,607396.79,6.84,6.44,8.31,7.78
"2021-22","7830611","State Charter Schools II- Cirrus Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",1818209.28,717475.85,2535685.13,28.54,26.88,34.68,32.48
"2021-22","7830612","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","ALL","All Column Values","General Administration",185241.33,67527.96,252769.29,3.73,3.52,4.85,4.65
"2021-22","7830612","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","ALL","All Column Values","School Administration",84166.64,56731.78,140898.42,2.08,1.96,2.7,2.59
"2021-22","7830612","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",1582506.94,735404.3,2317911.24,34.2,32.28,44.44,42.67
"2021-22","7830613","State Charter Schools II- Brookhaven Innovation Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830613","State Charter Schools II- Brookhaven Innovation Academy","ALL","All Column Values","School Administration",309321.78,114324.46,423646.24,6.44,6.44,8.37,7.21
"2021-22","7830613","State Charter Schools II- Brookhaven Innovation Academy","ALL","All Column Values","Teachers and Paraprofessionals",1887675.27,548635.26,2436310.53,37.02,37.01,48.15,41.44
"2021-22","7830614","State Charter Schools II- Liberty Tech Charter Academy","ALL","All Column Values","General Administration",33615.77,7936.13,41551.9,0.85,0.85,0.89,0.89
"2021-22","7830614","State Charter Schools II- Liberty Tech Charter Academy","ALL","All Column Values","School Administration",320647.03,94884.11,415531.14,8.48,8.48,8.91,8.91
"2021-22","7830614","State Charter Schools II- Liberty Tech Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",1858224.59,718162.47,2576387.06,52.61,52.61,55.27,55.27
"2021-22","7830615","State Charter Schools II- Genesis Innovation Academy for Boys","ALL","All Column Values","General Administration",44912,32355,77267,1.39,1.34,1.63,1.58
"2021-22","7830615","State Charter Schools II- Genesis Innovation Academy for Boys","ALL","All Column Values","School Administration",393937,126293,520230,9.36,9.03,11.01,10.62
"2021-22","7830615","State Charter Schools II- Genesis Innovation Academy for Boys","ALL","All Column Values","Teachers and Paraprofessionals",1641111,561222,2202333,39.61,38.21,46.6,44.97
"2021-22","7830616","State Charter Schools II- Genesis Innovation Academy for Girls","ALL","All Column Values","General Administration",46082,35465,81547,1.53,1.47,1.72,1.67
"2021-22","7830616","State Charter Schools II- Genesis Innovation Academy for Girls","ALL","All Column Values","School Administration",392433,125983,518416,9.75,9.37,10.95,10.59
"2021-22","7830616","State Charter Schools II- Genesis Innovation Academy for Girls","ALL","All Column Values","Teachers and Paraprofessionals",1726639,580091,2306730,43.39,41.69,48.72,47.12
"2021-22","7830617","State Charter Schools II- Resurgence Hall Charter School","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830617","State Charter Schools II- Resurgence Hall Charter School","ALL","All Column Values","School Administration",989661.54,324730.64,1314392.18,20.31,19.73,20.69,20.1
"2021-22","7830617","State Charter Schools II- Resurgence Hall Charter School","ALL","All Column Values","Teachers and Paraprofessionals",2653511.4,463616.82,3117128.22,48.16,46.8,49.07,47.66
"2021-22","7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","ALL","All Column Values","School Administration",556813.96,222545.65,779359.61,10.74,10.47,10.71,10.43
"2021-22","7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","ALL","All Column Values","Teachers and Paraprofessionals",2340881.98,866986.84,3207868.82,44.21,43.1,44.07,42.92
"2021-22","7830619","State Charter Schools II- International Academy of Smyrna","ALL","All Column Values","General Administration",1269,0,1269,0.02,0.02,0.02,0.02
"2021-22","7830619","State Charter Schools II- International Academy of Smyrna","ALL","All Column Values","School Administration",326113.02,70561.78,396674.8,7.17,6.81,7.12,6.9
"2021-22","7830619","State Charter Schools II- International Academy of Smyrna","ALL","All Column Values","Teachers and Paraprofessionals",1391089.7,588840.96,1979930.66,35.78,33.97,35.54,34.44
"2021-22","7830620","State Charter Schools II- International Charter Academy of Georgia","ALL","All Column Values","General Administration",105907.44,39688.11,145595.55,5.77,5.77,6.43,6.43
"2021-22","7830620","State Charter Schools II- International Charter Academy of Georgia","ALL","All Column Values","School Administration",93016.8,57080.83,150097.63,5.95,5.95,6.63,6.63
"2021-22","7830620","State Charter Schools II- International Charter Academy of Georgia","ALL","All Column Values","Teachers and Paraprofessionals",367989.22,331536.56,699525.78,27.72,27.72,30.89,30.89
"2021-22","7830621","State Charter Schools II- SLAM Academy of Atlanta","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830621","State Charter Schools II- SLAM Academy of Atlanta","ALL","All Column Values","School Administration",248104,79061,327165,14.39,14.02,13.11,12.82
"2021-22","7830621","State Charter Schools II- SLAM Academy of Atlanta","ALL","All Column Values","Teachers and Paraprofessionals",444284,150945,595229,26.17,25.51,23.86,23.32
"2021-22","7830623","State Charter Schools II- Academy For Classical Education","ALL","All Column Values","General Administration",338727.36,168006.33,506733.69,2.27,2.27,3,2.41
"2021-22","7830623","State Charter Schools II- Academy For Classical Education","ALL","All Column Values","School Administration",486922.08,163370.31,650292.39,2.92,2.92,3.85,3.09
"2021-22","7830623","State Charter Schools II- Academy For Classical Education","ALL","All Column Values","Teachers and Paraprofessionals",5813217.05,3013271.15,8826488.2,39.62,39.62,52.29,41.96
"2021-22","7830624","State Charter Schools II- Spring Creek Charter Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830624","State Charter Schools II- Spring Creek Charter Academy","ALL","All Column Values","School Administration",161635.58,67069.27,228704.85,3.55,3.41,4.32,4.14
"2021-22","7830624","State Charter Schools II- Spring Creek Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",1355867.88,579771.83,1935639.71,30.07,28.9,36.53,35.07
"2021-22","7830625","State Charter Schools II- Yi Hwang Academy of Language Excellence","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830625","State Charter Schools II- Yi Hwang Academy of Language Excellence","ALL","All Column Values","School Administration",155101.76,19314.33,174416.09,5.72,5.72,5.73,5.73
"2021-22","7830625","State Charter Schools II- Yi Hwang Academy of Language Excellence","ALL","All Column Values","Teachers and Paraprofessionals",1175339.87,268297.17,1443637.04,47.37,47.37,47.41,47.41
"2021-22","7830626","State Charter Schools II- Furlow Charter School","ALL","All Column Values","General Administration",0,16751.67,16751.67,0.23,0.22,0.29,0.27
